Sales Report,,,,,,,,,,,,,,,,,
Date,Day,Sales Rep,Product,Units, Price ,Total Sales,City,Region,,,,,,,,,
01 April 2019,Saturday,Elbert  Klein,Nestle Kit Kat Cone,1,456.00,456,Cochin,South,,,,,,,,,
02 April 2019,Sunday,Donna  Reid,Nestle Aero Mint Potz,2,404.00,808,Goa,West,,,,,,,,,
03 April 2019,Monday,Robert  Munoz,Nestle Aero Mint Potz,3,289.00,867,Delhi,North,,,,,,,,,
04 April 2019,Tuesday,Cecilia  Manning,Nestle Rolo Potz,4,478.00,1912,Trivandrum,South,,,,,,,,,
05 April 2019,Wednesday,Brooke  Horton,Nestle Fab,2,196.00,392,Nainital,North,,,,,,,,,
06 April 2019,Thursday,Iris  Underwood,Nestle Smarties Pop-Up,2,274.00,548,Pune,West,,,,,,,,,
07 April 2019,Friday,Lance  Yates,Nestle Toffee Crumble,3,186.00,558,Srinagar,North,,,,,,,,,
08 April 2019,Saturday,Felicia  Jennings,Nestle Milky Bar Stick,2,496.00,992,Pune,West,,,,,,,,,
09 April 2019,Sunday,Lula  Daniels,Nestle Fab,1,129.00,129,Nainital,North,,,,,,,,,
10 April 2019,Monday,Kyle  Carr,Nestle Milky Bar Stick,1,212.00,212,Delhi,North,,,,,,,,,
11 April 2019,Tuesday,Brooke  Horton,Nestle Aero Mint Potz,2,469.00,938,Nainital,North,,,,,,,,,
12 April 2019,Wednesday,Trevor  Jones,Nestle Aero Mint Potz,3,451.00,1353,Pune,West,,,,,,,,,
13 April 2019,Thursday,Christina  Fuller,Nestle Fab,3,212.00,636,Nagpur,West,,,,,,,,,
14 April 2019,Friday,Joey  Wong,Nestle Maxibon Cookie,3,133.00,399,Goa,West,,,,,,,,,
15 April 2019,Saturday,Felicia  Jennings,Nestle Aero Mint Potz,3,115.00,345,Pune,West,,,,,,,,,
16 April 2019,Sunday,Bethany  Pena,Nestle Maxibon Cookie,1,121.00,121,Nagpur,West,,,,,,,,,
17 April 2019,Monday,Max  Rodgers,Nestle Fab,2,283.00,566,Nagpur,West,,,,,,,,,
18 April 2019,Tuesday,Pauline  Beck,Nestle Aero Mint Potz,3,436.00,1308,Pune,West,,,,,,,,,
19 April 2019,Wednesday,Cassandra  Franklin,Nestle Smarties Pop-Up,5,498.00,2490,Delhi,North,,,,,,,,,
20 April 2019,Thursday,Colleen  Warren,Nestle Fab,2,203.00,406,Ahmedabad,West,,,,,,,,,
21 April 2019,Friday,Isabel  Cross,Nestle Toffee Crumble,2,392.00,784,Ranchi,East,,,,,,,,,
22 April 2019,Saturday,Patty  Thompson,Nestle Rowntree Screamers,2,385.00,770,Mumbai,West,,,,,,,,,
23 April 2019,Sunday,Brooke  Horton,Nestle Rowntree Screamers,3,447.00,1341,Nainital,North,,,,,,,,,
24 April 2019,Monday,Elvira  Bowman,Nestle Rowntree Fruit Pastil,1,322.00,322,Srinagar,North,,,,,,,,,
25 April 2019,Tuesday,Jenny  Garcia,Nestle Toffee Crumble,1,149.00,149,Shimla,North,,,,,,,,,
26 April 2019,Wednesday,Andrew  Meyer,Nestle Rolo Potz,4,394.00,1576,Mumbai,West,,,,,,,,,
27 April 2019,Thursday,Della  Jensen,Nestle Rolo Potz,4,178.00,712,Patna,East,,,,,,,,,
28 April 2019,Friday,Tiffany  May,Nestle Kit Kat Cone,3,369.00,1107,Agra,North,,,,,,,,,
29 April 2019,Saturday,Billie  Chandler,Nestle Toffee Crumble,4,443.00,1772,Surat,West,,,,,,,,,
30 April 2019,Sunday,Brooke  Horton,Nestle Toffee Crumble,2,107.00,214,Nainital,North,,,,,,,,,
01 May 2019,Monday,Kyle  Carr,Nestle Rowntree Fruit Pastil,1,494.00,494,Delhi,North,,,,,,,,,
02 May 2019,Tuesday,Donna  Reid,Nestle Toffee Crumble,3,237.00,711,Goa,West,,,,,,,,,
03 May 2019,Wednesday,Isabel  Cross,Nestle Fab,2,364.00,728,Ranchi,East,,,,,,,,,
04 May 2019,Thursday,Elaine  Ellis,Nestle Rolo Potz,2,130.00,260,Hyderabad,South,,,,,,,,,
05 May 2019,Friday,Jenny  Garcia,Nestle Milky Bar Stick,1,282.00,282,Shimla,North,,,,,,,,,
06 May 2019,Saturday,Fernando  Rowe,Nestle Milky Bar Stick,1,458.00,458,Ahmedabad,West,,,,,,,,,
07 May 2019,Sunday,Trevor  Jones,Nestle Rowntree Fruit Pastil,2,495.00,990,Pune,West,,,,,,,,,
08 May 2019,Monday,Allan  Ramos,Nestle Kit Kat Cone,1,363.00,363,Jodhpur,North,,,,,,,,,
09 May 2019,Tuesday,Lance  Yates,Nestle Rowntree Fruit Pastil,4,103.00,412,Srinagar,North,,,,,,,,,
10 May 2019,Wednesday,Mable  Lindsey,Nestle Rolo Potz,1,438.00,438,Ahmedabad,West,,,,,,,,,
11 May 2019,Thursday,Eddie  Green,Nestle Milky Bar Stick,2,464.00,928,Durgapur,East,,,,,,,,,
12 May 2019,Friday,Tiffany  May,Nestle Toffee Crumble,21,135.00,2835,Agra,North,,,,,,,,,
13 May 2019,Saturday,Robert  Munoz,Nestle Milky Bar Stick,2,407.00,814,Delhi,North,,,,,,,,,
14 May 2019,Sunday,Lance  Yates,Nestle Smarties Pop-Up,2,345.00,690,Srinagar,North,,,,,,,,,
15 May 2019,Monday,Drew  Rogers,Nestle Nobbly Bobbly,3,199.00,597,Delhi,North,,,,,,,,,
16 May 2019,Tuesday,Edwin  Malone,Nestle Smarties Pop-Up,2,324.00,648,Kolkata,East,,,,,,,,,
17 May 2019,Wednesday,Edwin  Malone,Nestle Maxibon Cookie,3,313.00,939,Kolkata,East,,,,,,,,,
18 May 2019,Thursday,Robert  Munoz,Nestle Fab,1,305.00,305,Delhi,North,,,,,,,,,
19 May 2019,Friday,Herman  Williams,Nestle Smarties Pop-Up,2,206.00,412,Darjeeling,East,,,,,,,,,
20 May 2019,Saturday,Tiffany  May,Nestle Smarties Pop-Up,4,119.00,476,Agra,North,,,,,,,,,
21 May 2019,Sunday,Lance  Yates,Nestle Aero Mint Potz,2,141.00,282,Srinagar,North,,,,,,,,,
22 May 2019,Monday,Austin  Reynolds,Nestle Fab,19,193.00,3667,Kolkata,East,,,,,,,,,
23 May 2019,Tuesday,Isabel  Cross,Nestle Kit Kat Cone,1,435.00,435,Ranchi,East,,,,,,,,,
24 May 2019,Wednesday,Drew  Rogers,Nestle Milky Bar Stick,2,447.00,894,Delhi,North,,,,,,,,,
25 May 2019,Thursday,Willie  Vega,Nestle Milky Bar Stick,1,472.00,472,Delhi,North,,,,,,,,,
26 May 2019,Friday,Ernest  Davis,Nestle Toffee Crumble,1,280.00,280,Mumbai,West,,,,,,,,,
27 May 2019,Saturday,Rachel  Gomez,Nestle Toffee Crumble,2,317.00,634,Delhi,North,,,,,,,,,
28 May 2019,Sunday,Cecilia  Manning,Nestle Smarties Pop-Up,2,480.00,960,Trivandrum,South,,,,,,,,,
29 May 2019,Monday,Felicia  Jennings,Nestle Smarties Pop-Up,19,105.00,1995,Pune,West,,,,,,,,,
30 May 2019,Tuesday,Shari  Silva,Nestle Smarties Pop-Up,4,221.00,884,Mysore,South,,,,,,,,,
31 May 2019,Wednesday,Ivan  Adkins,Nestle Toffee Crumble,2,228.00,456,Mumbai,West,,,,,,,,,
01 June 2019,Thursday,Edwin  Malone,Nestle Smarties Pop-Up,3,387.00,1161,Kolkata,East,,,,,,,,,
02 June 2019,Friday,Bethany  Pena,Nestle Nobbly Bobbly,1,304.00,304,Nagpur,West,,,,,,,,,
03 June 2019,Saturday,Ben  Perez,Nestle Kit Kat Cone,2,233.00,466,Goa,West,,,,,,,,,
04 June 2019,Sunday,Christy  Olson,Nestle Maxibon Cookie,23,153.00,3519,Surat,West,,,,,,,,,
05 June 2019,Monday,Cindy  Becker,Nestle Fab,3,230.00,690,Bangalore,South,,,,,,,,,
06 June 2019,Tuesday,Paulette  Spencer,Nestle Milky Bar Stick,3,317.00,951,Hyderabad,South,,,,,,,,,
07 June 2019,Wednesday,Brooke  Horton,Nestle Fab,3,190.00,570,Nainital,North,,,,,,,,,
08 June 2019,Thursday,Bobbie  Ryan,Nestle Milky Bar Stick,3,390.00,1170,Darjeeling,East,,,,,,,,,
09 June 2019,Friday,Marion  Glover,Nestle Milky Bar Stick,3,146.00,438,Durgapur,East,,,,,,,,,
10 June 2019,Saturday,Kyle  Carr,Nestle Aero Mint Potz,1,414.00,414,Delhi,North,,,,,,,,,
11 June 2019,Sunday,Brooke  Horton,Nestle Fab,1,455.00,455,Nainital,North,,,,,,,,,
12 June 2019,Monday,Sylvester  Morales,Nestle Maxibon Cookie,2,390.00,780,Mumbai,West,,,,,,,,,
13 June 2019,Tuesday,Elaine  Ellis,Nestle Rowntree Fruit Pastil,1,289.00,289,Hyderabad,South,,,,,,,,,
14 June 2019,Wednesday,Marion  Glover,Nestle Nobbly Bobbly,3,103.00,309,Durgapur,East,,,,,,,,,
15 June 2019,Thursday,Trevor  Jones,Nestle Kit Kat Cone,16,261.00,4176,Pune,West,,,,,,,,,
16 June 2019,Friday,Sylvester  Morales,Nestle Rowntree Fruit Pastil,2,323.00,646,Mumbai,West,,,,,,,,,
17 June 2019,Saturday,Max  Rodgers,Nestle Aero Mint Potz,3,166.00,498,Nagpur,West,,,,,,,,,
18 June 2019,Sunday,Bobbie  Ryan,Nestle Maxibon Cookie,3,267.00,801,Darjeeling,East,,,,,,,,,
19 June 2019,Monday,Brooke  Horton,Nestle Fab,1,117.00,117,Nainital,North,,,,,,,,,
20 June 2019,Tuesday,Shari  Silva,Nestle Maxibon Cookie,1,334.00,334,Mysore,South,,,,,,,,,
21 June 2019,Wednesday,Lynette  Brewer,Nestle Kit Kat Cone,3,247.00,741,Varanasi,North,,,,,,,,,
22 June 2019,Thursday,Donna  Reid,Nestle Aero Mint Potz,1,380.00,380,Goa,West,,,,,,,,,
23 June 2019,Friday,Pauline  Beck,Nestle Toffee Crumble,1,232.00,232,Pune,West,,,,,,,,,
24 June 2019,Saturday,Marian  Hill,Nestle Toffee Crumble,4,323.00,1292,Trivandrum,South,,,,,,,,,
25 June 2019,Sunday,Ellen  Weaver,Nestle Smarties Pop-Up,2,451.00,902,Hyderabad,South,,,,,,,,,
26 June 2019,Monday,Donna  Reid,Nestle Smarties Pop-Up,3,365.00,1095,Goa,West,,,,,,,,,
27 June 2019,Tuesday,Kyle  Carr,Nestle Aero Mint Potz,1,224.00,224,Delhi,North,,,,,,,,,
28 June 2019,Wednesday,Kyle  Carr,Nestle Milky Bar Stick,3,340.00,1020,Delhi,North,,,,,,,,,
29 June 2019,Thursday,Drew  Rogers,Nestle Rolo Potz,1,466.00,466,Delhi,North,,,,,,,,,
30 June 2019,Friday,Elaine  Ellis,Nestle Milky Bar Stick,3,376.00,1128,Hyderabad,South,,,,,,,,,
01 July 2019,Saturday,Cassandra  Franklin,Nestle Aero Mint Potz,3,236.00,708,Delhi,North,,,,,,,,,
02 July 2019,Sunday,Edwin  Malone,Nestle Smarties Pop-Up,2,234.00,468,Kolkata,East,,,,,,,,,
03 July 2019,Monday,Herman  Williams,Nestle Fab,24,279.00,6696,Darjeeling,East,,,,,,,,,
04 July 2019,Tuesday,Cassandra  Franklin,Nestle Rowntree Fruit Pastil,2,123.00,246,Delhi,North,,,,,,,,,
05 July 2019,Wednesday,Elvira  Bowman,Nestle Aero Mint Potz,1,351.00,351,Srinagar,North,,,,,,,,,
06 July 2019,Thursday,Bobbie  Ryan,Nestle Toffee Crumble,2,372.00,744,Darjeeling,East,,,,,,,,,
07 July 2019,Friday,Ernest  Davis,Nestle Rowntree Fruit Pastil,3,143.00,429,Mumbai,West,,,,,,,,,
08 July 2019,Saturday,Marion  Glover,Nestle Fab,2,482.00,964,Durgapur,East,,,,,,,,,
09 July 2019,Sunday,Bobbie  Ryan,Nestle Rowntree Fruit Pastil,1,353.00,353,Darjeeling,East,,,,,,,,,
10 July 2019,Monday,Shari  Silva,Nestle Smarties Pop-Up,4,149.00,596,Mysore,South,,,,,,,,,
11 July 2019,Tuesday,Mable  Lindsey,Nestle Smarties Pop-Up,1,490.00,490,Ahmedabad,West,,,,,,,,,
12 July 2019,Wednesday,Cecilia  Manning,Nestle Smarties Pop-Up,4,119.00,476,Trivandrum,South,,,,,,,,,
13 July 2019,Thursday,Christina  Fuller,Nestle Fab,2,160.00,320,Nagpur,West,,,,,,,,,
14 July 2019,Friday,Jenny  Garcia,Nestle Nobbly Bobbly,2,288.00,576,Shimla,North,,,,,,,,,
15 July 2019,Saturday,Elbert  Klein,Nestle Fab,19,464.00,8816,Cochin,South,,,,,,,,,
16 July 2019,Sunday,Shari  Silva,Nestle Aero Mint Potz,1,384.00,384,Mysore,South,,,,,,,,,
17 July 2019,Monday,Herman  Williams,Nestle Kit Kat Cone,2,127.00,254,Darjeeling,East,,,,,,,,,
18 July 2019,Tuesday,Felicia  Jennings,Nestle Aero Mint Potz,1,409.00,409,Pune,West,,,,,,,,,
19 July 2019,Wednesday,Kyle  Carr,Nestle Maxibon Cookie,2,258.00,516,Delhi,North,,,,,,,,,
20 July 2019,Thursday,Rachel  Gomez,Nestle Smarties Pop-Up,2,281.00,562,Delhi,North,,,,,,,,,
21 July 2019,Friday,Rachel  Gomez,Nestle Nobbly Bobbly,1,343.00,343,Delhi,North,,,,,,,,,
22 July 2019,Saturday,Ernest  Davis,Nestle Kit Kat Cone,3,159.00,477,Mumbai,West,,,,,,,,,
23 July 2019,Sunday,Eric  Rose,Nestle Toffee Crumble,2,495.00,990,Mumbai,West,,,,,,,,,
24 July 2019,Monday,Bobbie  Ryan,Nestle Rowntree Fruit Pastil,2,380.00,760,Darjeeling,East,,,,,,,,,
25 July 2019,Tuesday,Robert  Munoz,Nestle Aero Mint Potz,2,344.00,688,Delhi,North,,,,,,,,,
26 July 2019,Wednesday,Marian  Hill,Nestle Rowntree Fruit Pastil,2,396.00,792,Trivandrum,South,,,,,,,,,
27 July 2019,Thursday,Colleen  Warren,Nestle Fab,2,420.00,840,Ahmedabad,West,,,,,,,,,
28 July 2019,Friday,Lorraine  Gibson,Nestle Rowntree Fruit Pastil,3,299.00,897,Kolkata,East,,,,,,,,,
29 July 2019,Saturday,Rachel  Gomez,Nestle Smarties Pop-Up,4,468.00,1872,Delhi,North,,,,,,,,,
30 July 2019,Sunday,Salvador  Bass,Nestle Smarties Pop-Up,1,153.00,153,Goa,West,,,,,,,,,
31 July 2019,Monday,Lee  Mack,Nestle Toffee Crumble,2,343.00,686,Delhi,North,,,,,,,,,
01 August 2019,Tuesday,Rachel  Gomez,Nestle Milky Bar Stick,1,389.00,389,Delhi,North,,,,,,,,,
02 August 2019,Wednesday,Kyle  Carr,Nestle Maxibon Cookie,3,480.00,1440,Delhi,North,,,,,,,,,
03 August 2019,Thursday,Colleen  Warren,Nestle Rowntree Fruit Pastil,3,364.00,1092,Ahmedabad,West,,,,,,,,,
04 August 2019,Friday,Carla  Mccormick,Nestle Smarties Pop-Up,1,185.00,185,Varanasi,North,,,,,,,,,
05 August 2019,Saturday,Ben  Perez,Nestle Milky Bar Stick,1,146.00,146,Goa,West,,,,,,,,,
06 August 2019,Sunday,Patty  Thompson,Nestle Aero Mint Potz,1,126.00,126,Mumbai,West,,,,,,,,,
07 August 2019,Monday,Beth  Tucker,Nestle Toffee Crumble,2,111.00,222,Pune,West,,,,,,,,,
08 August 2019,Tuesday,Patty  Thompson,Nestle Toffee Crumble,1,312.00,312,Mumbai,West,,,,,,,,,
09 August 2019,Wednesday,Ellen  Weaver,Nestle Toffee Crumble,2,251.00,502,Hyderabad,South,,,,,,,,,
10 August 2019,Thursday,Shari  Silva,Nestle Rowntree Fruit Pastil,3,328.00,984,Mysore,South,,,,,,,,,
11 August 2019,Friday,Christina  Fuller,Nestle Maxibon Cookie,1,306.00,306,Nagpur,West,,,,,,,,,
12 August 2019,Saturday,Trevor  Jones,Nestle Rowntree Screamers,2,110.00,220,Pune,West,,,,,,,,,
13 August 2019,Sunday,Drew  Rogers,Nestle Nobbly Bobbly,3,170.00,510,Delhi,North,,,,,,,,,
14 August 2019,Monday,Elvira  Bowman,Nestle Fab,3,428.00,1284,Srinagar,North,,,,,,,,,
15 August 2019,Tuesday,Austin  Reynolds,Nestle Fab,21,351.00,7371,Kolkata,East,,,,,,,,,
16 August 2019,Wednesday,Cindy  Becker,Nestle Aero Mint Potz,3,182.00,546,Bangalore,South,,,,,,,,,
17 August 2019,Thursday,Rachel  Gomez,Nestle Rowntree Fruit Pastil,4,245.00,980,Delhi,North,,,,,,,,,
18 August 2019,Friday,Jenny  Garcia,Nestle Rolo Potz,3,193.00,579,Shimla,North,,,,,,,,,
19 August 2019,Saturday,Andrew  Meyer,Nestle Milky Bar Stick,10,207.00,2070,Mumbai,West,,,,,,,,,
20 August 2019,Sunday,Salvador  Bass,Nestle Smarties Pop-Up,1,338.00,338,Goa,West,,,,,,,,,
21 August 2019,Monday,Brooke  Horton,Nestle Smarties Pop-Up,1,496.00,496,Nainital,North,,,,,,,,,
22 August 2019,Tuesday,Robert  Munoz,Nestle Rowntree Fruit Pastil,1,384.00,384,Delhi,North,,,,,,,,,
23 August 2019,Wednesday,Blake  Bridges,Nestle Smarties Pop-Up,24,471.00,11304,Cochin,South,,,,,,,,,
24 August 2019,Thursday,Sandra  Floyd,Nestle Milky Bar Stick,2,189.00,378,Nainital,North,,,,,,,,,
25 August 2019,Friday,Shari  Silva,Nestle Milky Bar Stick,3,124.00,372,Mysore,South,,,,,,,,,
26 August 2019,Saturday,Elvira  Bowman,Nestle Smarties Pop-Up,4,386.00,1544,Srinagar,North,,,,,,,,,
27 August 2019,Sunday,Cecilia  Manning,Nestle Aero Mint Potz,3,327.00,981,Trivandrum,South,,,,,,,,,
28 August 2019,Monday,Ivan  Adkins,Nestle Fab,4,474.00,1896,Mumbai,West,,,,,,,,,
29 August 2019,Tuesday,Edwin  Malone,Nestle Nobbly Bobbly,1,178.00,178,Kolkata,East,,,,,,,,,
30 August 2019,Wednesday,Tiffany  May,Nestle Milky Bar Stick,1,362.00,362,Agra,North,,,,,,,,,
31 August 2019,Thursday,Della  Jensen,Nestle Rowntree Fruit Pastil,1,100.00,100,Patna,East,,,,,,,,,
01 September 2019,Friday,Lynette  Brewer,Nestle Fab,3,242.00,726,Varanasi,North,,,,,,,,,
02 September 2019,Saturday,Edwin  Malone,Nestle Rolo Potz,3,500.00,1500,Kolkata,East,,,,,,,,,
03 September 2019,Sunday,Eric  Rose,Nestle Kit Kat Cone,4,158.00,632,Mumbai,West,,,,,,,,,
04 September 2019,Monday,Cecilia  Manning,Nestle Maxibon Cookie,3,235.00,705,Trivandrum,South,,,,,,,,,
05 September 2019,Tuesday,Don  Gonzales,Nestle Aero Mint Potz,3,188.00,564,Mysore,South,,,,,,,,,
06 September 2019,Wednesday,Elvira  Bowman,Nestle Kit Kat Cone,2,372.00,744,Srinagar,North,,,,,,,,,
07 September 2019,Thursday,Patty  Thompson,Nestle Rowntree Fruit Pastil,1,472.00,472,Mumbai,West,,,,,,,,,
08 September 2019,Friday,Patty  Thompson,Nestle Fab,3,176.00,528,Mumbai,West,,,,,,,,,
09 September 2019,Saturday,Willie  Vega,Nestle Aero Mint Potz,2,272.00,544,Delhi,North,,,,,,,,,
10 September 2019,Sunday,Andrew  Meyer,Nestle Milky Bar Stick,2,263.00,526,Mumbai,West,,,,,,,,,
11 September 2019,Monday,Edwin  Malone,Nestle Kit Kat Cone,11,109.00,1199,Kolkata,East,,,,,,,,,
12 September 2019,Tuesday,Cassandra  Franklin,Nestle Smarties Pop-Up,3,428.00,1284,Delhi,North,,,,,,,,,
13 September 2019,Wednesday,Donna  Reid,Nestle Kit Kat Cone,1,322.00,322,Goa,West,,,,,,,,,
14 September 2019,Thursday,Ben  Perez,Nestle Kit Kat Cone,3,127.00,381,Goa,West,,,,,,,,,
15 September 2019,Friday,Ivan  Adkins,Nestle Nobbly Bobbly,2,207.00,414,Mumbai,West,,,,,,,,,
16 September 2019,Saturday,Lynette  Brewer,Nestle Aero Mint Potz,3,111.00,333,Varanasi,North,,,,,,,,,
17 September 2019,Sunday,Drew  Rogers,Nestle Rowntree Fruit Pastil,2,334.00,668,Delhi,North,,,,,,,,,
18 September 2019,Monday,Marian  Hill,Nestle Milky Bar Stick,3,190.00,570,Trivandrum,South,,,,,,,,,
19 September 2019,Tuesday,Max  Rodgers,Nestle Rolo Potz,1,237.00,237,Nagpur,West,,,,,,,,,
20 September 2019,Wednesday,Ruben  Nunez,Nestle Rolo Potz,13,163.00,2119,Ahmedabad,West,,,,,,,,,
21 September 2019,Thursday,Eddie  Green,Nestle Aero Mint Potz,3,315.00,945,Durgapur,East,,,,,,,,,
22 September 2019,Friday,Brooke  Horton,Nestle Kit Kat Cone,3,268.00,804,Nainital,North,,,,,,,,,
23 September 2019,Saturday,Allan  Ramos,Nestle Toffee Crumble,2,474.00,948,Jodhpur,North,,,,,,,,,
24 September 2019,Sunday,Lee  Mack,Nestle Milky Bar Stick,3,155.00,465,Delhi,North,,,,,,,,,
25 September 2019,Monday,Dan  Peterson,Nestle Milky Bar Stick,1,379.00,379,Shimla,North,,,,,,,,,
26 September 2019,Tuesday,Billie  Chandler,Nestle Milky Bar Stick,2,334.00,668,Surat,West,,,,,,,,,
27 September 2019,Wednesday,Brooke  Horton,Nestle Toffee Crumble,2,493.00,986,Nainital,North,,,,,,,,,
28 September 2019,Thursday,Rachel  Gomez,Nestle Nobbly Bobbly,2,197.00,394,Delhi,North,,,,,,,,,
29 September 2019,Friday,Shari  Silva,Nestle Rolo Potz,3,371.00,1113,Mysore,South,,,,,,,,,
30 September 2019,Saturday,Christy  Olson,Nestle Milky Bar Stick,1,169.00,169,Surat,West,,,,,,,,,
01 October 2019,Sunday,Bethany  Pena,Nestle Rolo Potz,3,424.00,1272,Nagpur,West,,,,,,,,,
02 October 2019,Monday,Isabel  Cross,Nestle Aero Mint Potz,2,359.00,718,Ranchi,East,,,,,,,,,
03 October 2019,Tuesday,Tracy  Reed,Nestle Fab,2,106.00,212,Agra,North,,,,,,,,,
04 October 2019,Wednesday,Peter  Hodges,Nestle Milky Bar Stick,3,273.00,819,Shimla,North,,,,,,,,,
05 October 2019,Thursday,Fernando  Rowe,Nestle Kit Kat Cone,3,230.00,690,Ahmedabad,West,,,,,,,,,
06 October 2019,Friday,Peter  Hodges,Nestle Rolo Potz,3,499.00,1497,Shimla,North,,,,,,,,,
07 October 2019,Saturday,Drew  Rogers,Nestle Aero Mint Potz,1,475.00,475,Delhi,North,,,,,,,,,
08 October 2019,Sunday,Johanna  Boone,Nestle Toffee Crumble,1,335.00,335,Mysore,South,,,,,,,,,
09 October 2019,Monday,Bernadette  Page,Nestle Milky Bar Stick,3,352.00,1056,Delhi,North,,,,,,,,,
10 October 2019,Tuesday,Elvira  Bowman,Nestle Nobbly Bobbly,11,233.00,2563,Srinagar,North,,,,,,,,,
11 October 2019,Wednesday,Fernando  Rowe,Nestle Rolo Potz,3,255.00,765,Ahmedabad,West,,,,,,,,,
12 October 2019,Thursday,Cecilia  Manning,Nestle Toffee Crumble,3,442.00,1326,Trivandrum,South,,,,,,,,,
13 October 2019,Friday,Beth  Tucker,Nestle Rowntree Fruit Pastil,11,135.00,1485,Pune,West,,,,,,,,,
14 October 2019,Saturday,Salvador  Bass,Nestle Milky Bar Stick,1,406.00,406,Goa,West,,,,,,,,,
15 October 2019,Sunday,Rachel  Gomez,Nestle Fab,1,342.00,342,Delhi,North,,,,,,,,,
16 October 2019,Monday,Lula  Daniels,Nestle Milky Bar Stick,1,303.00,303,Nainital,North,,,,,,,,,
17 October 2019,Tuesday,Isabel  Cross,Nestle Smarties Pop-Up,3,147.00,441,Ranchi,East,,,,,,,,,
18 October 2019,Wednesday,Carla  Mccormick,Nestle Toffee Crumble,1,341.00,341,Varanasi,North,,,,,,,,,
19 October 2019,Thursday,Nellie  Joseph,Nestle Aero Mint Potz,2,363.00,726,Patna,East,,,,,,,,,
20 October 2019,Friday,Drew  Rogers,Nestle Smarties Pop-Up,1,155.00,155,Delhi,North,,,,,,,,,
21 October 2019,Saturday,Arturo  Francis,Nestle Aero Mint Potz,2,295.00,590,Ranchi,East,,,,,,,,,
22 October 2019,Sunday,Trevor  Jones,Nestle Smarties Pop-Up,2,297.00,594,Pune,West,,,,,,,,,
23 October 2019,Monday,Don  Gonzales,Nestle Milky Bar Stick,2,285.00,570,Mysore,South,,,,,,,,,
24 October 2019,Tuesday,Edwin  Malone,Nestle Kit Kat Cone,2,111.00,222,Kolkata,East,,,,,,,,,
25 October 2019,Wednesday,Cassandra  Franklin,Nestle Toffee Crumble,2,200.00,400,Delhi,North,,,,,,,,,
26 October 2019,Thursday,Peter  Hodges,Nestle Rowntree Fruit Pastil,1,335.00,335,Shimla,North,,,,,,,,,
27 October 2019,Friday,Elbert  Klein,Nestle Aero Mint Potz,1,249.00,249,Cochin,South,,,,,,,,,
28 October 2019,Saturday,Robert  Munoz,Nestle Fab,1,314.00,314,Delhi,North,,,,,,,,,
29 October 2019,Sunday,Brooke  Horton,Nestle Smarties Pop-Up,2,213.00,426,Nainital,North,,,,,,,,,
30 October 2019,Monday,Rachel  Gomez,Nestle Nobbly Bobbly,8,463.00,3704,Delhi,North,,,,,,,,,
31 October 2019,Tuesday,Isabel  Cross,Nestle Fab,2,271.00,542,Ranchi,East,,,,,,,,,
01 November 2019,Wednesday,Drew  Rogers,Nestle Rowntree Fruit Pastil,2,123.00,246,Delhi,North,,,,,,,,,
02 November 2019,Thursday,Salvador  Bass,Nestle Smarties Pop-Up,2,227.00,454,Goa,West,,,,,,,,,
03 November 2019,Friday,Sylvester  Morales,Nestle Maxibon Cookie,3,260.00,780,Mumbai,West,,,,,,,,,
04 November 2019,Saturday,Salvador  Bass,Nestle Smarties Pop-Up,16,161.00,2576,Goa,West,,,,,,,,,
05 November 2019,Sunday,Jaime  Pearson,Nestle Maxibon Cookie,4,453.00,1812,Jodhpur,North,,,,,,,,,
06 November 2019,Monday,Charlie  Wood,Nestle Rowntree Fruit Pastil,7,252.00,1764,Agra,North,,,,,,,,,
07 November 2019,Tuesday,Allan  Ramos,Nestle Aero Mint Potz,1,269.00,269,Jodhpur,North,,,,,,,,,
08 November 2019,Wednesday,Drew  Rogers,Nestle Rowntree Fruit Pastil,1,217.00,217,Delhi,North,,,,,,,,,
09 November 2019,Thursday,Salvador  Bass,Nestle Milky Bar Stick,3,221.00,663,Goa,West,,,,,,,,,
10 November 2019,Friday,Joey  Wong,Nestle Nobbly Bobbly,24,489.00,11736,Goa,West,,,,,,,,,
11 November 2019,Saturday,Austin  Reynolds,Nestle Milky Bar Stick,6,490.00,2940,Kolkata,East,,,,,,,,,
12 November 2019,Sunday,Christina  Fuller,Nestle Aero Mint Potz,3,137.00,411,Nagpur,West,,,,,,,,,
13 November 2019,Monday,Johanna  Boone,Nestle Milky Bar Stick,2,455.00,910,Mysore,South,,,,,,,,,
14 November 2019,Tuesday,Shari  Silva,Nestle Rowntree Fruit Pastil,2,339.00,678,Mysore,South,,,,,,,,,
15 November 2019,Wednesday,Bobbie  Ryan,Nestle Milky Bar Stick,9,296.00,2664,Darjeeling,East,,,,,,,,,
16 November 2019,Thursday,Willie  Vega,Nestle Aero Mint Potz,1,439.00,439,Delhi,North,,,,,,,,,
17 November 2019,Friday,Shari  Silva,Nestle Rolo Potz,4,346.00,1384,Mysore,South,,,,,,,,,
18 November 2019,Saturday,Robert  Munoz,Nestle Smarties Pop-Up,3,255.00,765,Delhi,North,,,,,,,,,
19 November 2019,Sunday,Colleen  Warren,Nestle Nobbly Bobbly,7,292.00,2044,Ahmedabad,West,,,,,,,,,
